t,ib,vb1,Ts1,Tc1,soc1,voc1,vb2,Ts2,Tc2,soc2,voc2,vb3,Ts3,Tc3,soc3,voc3,vb4,Ts4,Tc4,soc4,voc4,vb5,Ts5,Tc5,soc5,voc5,vb6,Ts6,Tc6,soc6,voc6,vb7,Ts7,Tc7,soc7,voc7
7.4,0,3.968279,35.03986,35.08291,0.8077315,4.012571,3.815585,35.04618,35.09602,0.6277315,3.864251,4.017666,35.05522,35.11498,0.8977315,4.086731,3.95863,35.04281,35.08915,0.8077315,4.012571,3.897833,35.0392,35.08149,0.7177315,3.938411,4.075219,35.05147,35.10691,0.9427315,4.123811,4.042439,35.04672,35.09705,0.8977315,4.086731
7.5,0,3.968284,35.0403,35.08288,0.8077315,4.012571,3.815592,35.04669,35.09598,0.6277315,3.864251,4.017685,35.05583,35.11493,0.8977315,4.086731,3.958641,35.04328,35.08911,0.8077315,4.012571,3.897838,35.03963,35.08146,0.7177315,3.938411,4.075228,35.05203,35.10687,0.9427315,4.123811,4.042444,35.04723,35.09701,0.8977315,4.086731
7.6,0,3.968289,35.04073,35.08284,0.8077315,4.012571,3.815599,35.04718,35.09594,0.6277315,3.864251,4.017704,35.05642,35.11488,0.8977315,4.086731,3.958651,35.04374,35.08907,0.8077315,4.012571,3.897843,35.04005,35.08142,0.7177315,3.938411,4.075236,35.05258,35.10682,0.9427315,4.123811,4.042449,35.04772,35.09696,0.8977315,4.086731
7.7,0,3.968294,35.04114,35.08281,0.8077315,4.012571,3.815606,35.04766,35.0959,0.6277315,3.864251,4.017723,35.057,35.11483,0.8977315,4.086731,3.958661,35.04419,35.08903,0.8077315,4.012571,3.897849,35.04046,35.08139,0.7177315,3.938411,4.075244,35.05311,35.10678,0.9427315,4.123811,4.042454,35.04821,35.09692,0.8977315,4.086731
7.8,0,3.9683,35.04154,35.08277,0.8077315,4.012571,3.815613,35.04813,35.09586,0.6277315,3.864251,4.017742,35.05756,35.11479,0.8977315,4.086731,3.958671,35.04462,35.089,0.8077315,4.012571,3.897854,35.04085,35.08136,0.7177315,3.938411,4.075253,35.05363,35.10673,0.9427315,4.123811,4.04246,35.04868,35.09688,0.8977315,4.086731
7.9,0,3.968305,35.04194,35.08274,0.8077315,4.012571,3.815619,35.04858,35.09582,0.6277315,3.864251,4.017761,35.0581,35.11474,0.8977315,4.086731,3.958682,35.04505,35.08896,0.8077315,4.012571,3.897859,35.04124,35.08132,0.7177315,3.938411,4.075261,35.05413,35.10669,0.9427315,4.123811,4.042465,35.04914,35.09685,0.8977315,4.086731
8,0,3.96831,35.04232,35.08271,0.8077315,4.012571,3.815626,35.04902,35.09578,0.6277315,3.864251,4.01778,35.05863,35.11469,0.8977315,4.086731,3.958692,35.04546,35.08892,0.8077315,4.012571,3.897864,35.04161,35.08129,0.7177315,3.938411,4.075269,35.05462,35.10665,0.9427315,4.123811,4.04247,35.04958,35.09681,0.8977315,4.086731
8.1,0,3.968315,35.04269,35.08267,0.8077315,4.012571,3.815633,35.04945,35.09574,0.6277315,3.864251,4.017799,35.05915,35.11465,0.8977315,4.086731,3.958702,35.04586,35.08889,0.8077315,4.012571,3.897869,35.04198,35.08126,0.7177315,3.938411,4.075277,35.0551,35.10661,0.9427315,4.123811,4.042475,35.05002,35.09677,0.8977315,4.086731
8.2,0,3.96832,35.04305,35.08264,0.8077315,4.012571,3.81564,35.04987,35.09571,0.6277315,3.864251,4.017818,35.05965,35.1146,0.8977315,4.086731,3.958712,35.04625,35.08885,0.8077315,4.012571,3.897875,35.04233,35.08123,0.7177315,3.938411,4.075286,35.05557,35.10656,0.9427315,4.123811,4.04248,35.05044,35.09673,0.8977315,4.086731
8.3,0,3.968325,35.0434,35.08261,0.8077315,4.012571,3.815647,35.05028,35.09567,0.6277315,3.864251,4.017837,35.06014,35.11456,0.8977315,4.086731,3.958723,35.04663,35.08882,0.8077315,4.012571,3.89788,35.04268,35.0812,0.7177315,3.938411,4.075294,35.05602,35.10652,0.9427315,4.123811,4.042485,35.05085,35.09669,0.8977315,4.086731
8.4,0,3.968331,35.04374,35.08258,0.8077315,4.012571,3.815653,35.05068,35.09563,0.6277315,3.864251,4.017856,35.06062,35.11451,0.8977315,4.086731,3.958733,35.047,35.08878,0.8077315,4.012571,3.897885,35.04301,35.08116,0.7177315,3.938411,4.075302,35.05646,35.10648,0.9427315,4.123811,4.042491,35.05125,35.09665,0.8977315,4.086731
8.5,0,3.968336,35.04408,35.08255,0.8077315,4.012571,3.81566,35.05106,35.09559,0.6277315,3.864251,4.017875,35.06108,35.11447,0.8977315,4.086731,3.958743,35.04735,35.08875,0.8077315,4.012571,3.89789,35.04334,35.08113,0.7177315,3.938411,4.075311,35.05689,35.10644,0.9427315,4.123811,4.042496,35.05164,35.09662,0.8977315,4.086731
8.6,0,3.968341,35.0444,35.08251,0.8077315,4.012571,3.815667,35.05143,35.09556,0.6277315,3.864251,4.017894,35.06153,35.11443,0.8977315,4.086731,3.958753,35.0477,35.08872,0.8077315,4.012571,3.897895,35.04366,35.0811,0.7177315,3.938411,4.075319,35.0573,35.1064,0.9427315,4.123811,4.042501,35.05201,35.09658,0.8977315,4.086731
8.7,0,3.968346,35.04472,35.08248,0.8077315,4.012571,3.815674,35.0518,35.09552,0.6277315,3.864251,4.017913,35.06197,35.11438,0.8977315,4.086731,3.958764,35.04804,35.08868,0.8077315,4.012571,3.897901,35.04397,35.08107,0.7177315,3.938411,4.075327,35.05771,35.10636,0.9427315,4.123811,4.042506,35.05238,35.09654,0.8977315,4.086731
8.8,0,3.968351,35.04502,35.08245,0.8077315,4.012571,3.815681,35.05215,35.09549,0.6277315,3.864251,4.017931,35.06239,35.11434,0.8977315,4.086731,3.958774,35.04837,35.08865,0.8077315,4.012571,3.897906,35.04427,35.08104,0.7177315,3.938411,4.075336,35.0581,35.10632,0.9427315,4.123811,4.042511,35.05274,35.09651,0.8977315,4.086731
8.9,0,3.968356,35.04532,35.08242,0.8077315,4.012571,3.815687,35.0525,35.09545,0.6277315,3.864251,4.01795,35.06281,35.1143,0.8977315,4.086731,3.958784,35.04869,35.08862,0.8077315,4.012571,3.897911,35.04456,35.08101,0.7177315,3.938411,4.075344,35.05848,35.10628,0.9427315,4.123811,4.042516,35.05309,35.09647,0.8977315,4.086731
9,0,3.968361,35.04561,35.08239,0.8077315,4.012571,3.815694,35.05283,35.09542,0.6277315,3.864251,4.017969,35.06321,35.11425,0.8977315,4.086731,3.958794,35.04901,35.08858,0.8077315,4.012571,3.897916,35.04484,35.08098,0.7177315,3.938411,4.075352,35.05886,35.10624,0.9427315,4.123811,4.042521,35.05342,35.09644,0.8977315,4.086731
9.1,0,3.968367,35.04589,35.08236,0.8077315,4.012571,3.815701,35.05316,35.09538,0.6277315,3.864251,4.017988,35.0636,35.11421,0.8977315,4.086731,3.958804,35.04931,35.08855,0.8077315,4.012571,3.897921,35.04512,35.08095,0.7177315,3.938411,4.07536,35.05922,35.1062,0.9427315,4.123811,4.042527,35.05375,35.0964,0.8977315,4.086731
9.2,0,3.968372,35.04617,35.08233,0.8077315,4.012571,3.815708,35.05348,35.09535,0.6277315,3.864251,4.018007,35.06398,35.11417,0.8977315,4.086731,3.958815,35.04961,35.08852,0.8077315,4.012571,3.897927,35.04539,35.08092,0.7177315,3.938411,4.075369,35.05957,35.10617,0.9427315,4.123811,4.042532,35.05407,35.09637,0.8977315,4.086731
9.3,0,3.968377,35.04643,35.0823,0.8077315,4.012571,3.815714,35.05379,35.09531,0.6277315,3.864251,4.018026,35.06435,35.11413,0.8977315,4.086731,3.958825,35.04989,35.08849,0.8077315,4.012571,3.897932,35.04565,35.08089,0.7177315,3.938411,4.075377,35.05991,35.10613,0.9427315,4.123811,4.042537,35.05438,35.09633,0.8977315,4.086731
9.4,0,3.968382,35.04669,35.08227,0.8077315,4.012571,3.815721,35.05409,35.09528,0.6277315,3.864251,4.018045,35.06471,35.11409,0.8977315,4.086731,3.958835,35.05017,35.08846,0.8077315,4.012571,3.897937,35.04591,35.08087,0.7177315,3.938411,4.075385,35.06025,35.10609,0.9427315,4.123811,4.042542,35.05469,35.0963,0.8977315,4.086731
9.5,0,3.968387,35.04694,35.08224,0.8077315,4.012571,3.815728,35.05438,35.09525,0.6277315,3.864251,4.018064,35.06506,35.11405,0.8977315,4.086731,3.958845,35.05044,35.08843,0.8077315,4.012571,3.897942,35.04615,35.08084,0.7177315,3.938411,4.075393,35.06057,35.10605,0.9427315,4.123811,4.042547,35.05498,35.09627,0.8977315,4.086731
9.6,0,3.968392,35.04719,35.08222,0.8077315,4.012571,3.815735,35.05466,35.09521,0.6277315,3.864251,4.018083,35.06541,35.11401,0.8977315,4.086731,3.958855,35.05071,35.0884,0.8077315,4.012571,3.897947,35.0464,35.08081,0.7177315,3.938411,4.075402,35.06089,35.10602,0.9427315,4.123811,4.042552,35.05527,35.09623,0.8977315,4.086731
9.7,0,3.968397,35.04743,35.08219,0.8077315,4.012571,3.815742,35.05494,35.09518,0.6277315,3.864251,4.018101,35.06574,35.11397,0.8977315,4.086731,3.958866,35.05097,35.08836,0.8077315,4.012571,3.897953,35.04663,35.08078,0.7177315,3.938411,4.07541,35.06119,35.10598,0.9427315,4.123811,4.042557,35.05555,35.0962,0.8977315,4.086731
9.8,0,3.968403,35.04766,35.08216,0.8077315,4.012571,3.815748,35.05521,35.09515,0.6277315,3.864251,4.01812,35.06606,35.11393,0.8977315,4.086731,3.958876,35.05122,35.08833,0.8077315,4.012571,3.897958,35.04686,35.08075,0.7177315,3.938411,4.075418,35.06149,35.10594,0.9427315,4.123811,4.042563,35.05582,35.09616,0.8977315,4.086731
9.9,0,3.968408,35.04789,35.08213,0.8077315,4.012571,3.815755,35.05547,35.09511,0.6277315,3.864251,4.018139,35.06637,35.11389,0.8977315,4.086731,3.958886,35.05146,35.0883,0.8077315,4.012571,3.897963,35.04708,35.08073,0.7177315,3.938411,4.075427,35.06178,35.10591,0.9427315,4.123811,4.042568,35.05608,35.09613,0.8977315,4.086731
10,0,3.968413,35.04811,35.0821,0.8077315,4.012571,3.815762,35.05572,35.09508,0.6277315,3.864251,4.018158,35.06668,35.11385,0.8977315,4.086731,3.958896,35.0517,35.08827,0.8077315,4.012571,3.897968,35.04729,35.0807,0.7177315,3.938411,4.075435,35.06206,35.10587,0.9427315,4.123811,4.042573,35.05634,35.0961,0.8977315,4.086731
10.1,5.627665,4.20866,35.04832,35.08374,0.8077836,4.012614,4.09832,35.05597,35.09706,0.6277836,3.864294,4.343418,35.06697,35.11597,0.8977836,4.086774,4.213445,35.05193,35.08995,0.8077836,4.012614,4.13813,35.0475,35.08238,0.7177836,3.938454,4.386133,35.06234,35.10803,0.9427836,4.123854,4.325027,35.05658,35.09807,0.8977836,4.086774
10.2,5.627665,4.209731,35.04855,35.08538,0.8078357,4.012657,4.099496,35.05624,35.09904,0.6278357,3.864337,4.345088,35.0673,35.1181,0.8978357,4.086817,4.214748,35.05218,35.09163,0.8078357,4.012657,4.139116,35.04774,35.08408,0.7178357,3.938497,4.38731,35.06264,35.1102,0.9428357,4.123897,4.326099,35.05686,35.10004,0.8978357,4.086817
10.3,5.627665,4.210802,35.04881,35.08704,0.8078878,4.0127,4.100671,35.05654,35.10103,0.6278878,3.86438,4.346756,35.06766,35.12024,0.8978878,4.08686,4.216052,35.05246,35.09333,0.8078878,4.0127,4.140102,35.04799,35.08577,0.7178878,3.93854,4.388486,35.06298,35.11238,0.9428878,4.12394,4.32717,35.05717,35.10203,0.8978878,4.08686
10.4,5.627665,4.211873,35.0491,35.0887,0.8079399,4.012742,4.101845,35.05687,35.10303,0.6279399,3.864422,4.348425,35.06804,35.12239,0.8979399,4.086902,4.217355,35.05275,35.09503,0.8079399,4.012742,4.141087,35.04827,35.08748,0.7179399,3.938582,4.389662,35.06334,35.11457,0.9429399,4.123982,4.328241,35.0575,35.10402,0.8979399,4.086902
10.5,5.627665,4.212944,35.0494,35.09036,0.807992,4.012785,4.10302,35.05723,35.10504,0.627992,3.864465,4.350093,35.06845,35.12456,0.897992,4.086945,4.218657,35.05308,35.09674,0.807992,4.012785,4.142073,35.04858,35.08919,0.717992,3.938625,4.390838,35.06374,35.11676,0.942992,4.124025,4.329311,35.05786,35.10601,0.897992,4.086945
10.6,5.627665,4.214015,35.04972,35.09204,0.8080441,4.012828,4.104194,35.05761,35.10706,0.6280441,3.864508,4.35176,35.06889,35.12674,0.8980441,4.086988,4.21996,35.05342,35.09847,0.8080441,4.012828,4.143058,35.0489,35.09091,0.7180441,3.938668,4.392014,35.06416,35.11896,0.9430441,4.124068,4.330382,35.05824,35.10802,0.8980441,4.086988
10.7,5.627665,4.215085,35.05007,35.09372,0.8080962,4.012871,4.105369,35.05802,35.10909,0.6280962,3.864551,4.353427,35.06936,35.12893,0.8980962,4.087031,4.221262,35.05378,35.1002,0.8080962,4.012871,4.144044,35.04925,35.09264,0.7180962,3.938711,4.39319,35.06461,35.12117,0.9430962,4.124111,4.331453,35.05865,35.11003,0.8980962,4.087031
10.8,5.627665,4.216156,35.05044,35.09541,0.8081483,4.012914,4.106543,35.05846,35.11112,0.6281483,3.864594,4.355094,35.06985,35.13113,0.8981483,4.087074,4.222564,35.05417,35.10194,0.8081483,4.012914,4.145029,35.04962,35.09437,0.7181483,3.938754,4.394365,35.06509,35.12339,0.9431483,4.124154,4.332523,35.05908,35.11205,0.8981483,4.087074
10.9,5.627665,4.217226,35.05082,35.09711,0.8082005,4.012957,4.107717,35.05891,35.11316,0.6282005,3.864637,4.35676,35.07037,35.13334,0.8982005,4.087117,4.223866,35.05458,35.10369,0.8082005,4.012957,4.146014,35.05001,35.09611,0.7182005,3.938797,4.39554,35.06559,35.12562,0.9432005,4.124197,4.333594,35.05954,35.11407,0.8982005,4.087117
11,5.627665,4.218296,35.05123,35.09881,0.8082526,4.013,4.108891,35.0594,35.11521,0.6282526,3.86468,4.358425,35.07091,35.13557,0.8982526,4.08716,4.225168,35.055,35.10545,0.8082526,4.013,4.146999,35.05042,35.09786,0.7182526,3.93884,4.396715,35.06612,35.12785,0.9432526,4.12424,4.334664,35.06002,35.11611,0.8982526,4.08716
11.1,5.627665,4.219366,35.05166,35.10052,0.8083047,4.013043,4.110064,35.0599,35.11727,0.6283047,3.864723,4.360091,35.07148,35.13781,0.8983047,4.087203,4.226469,35.05545,35.10722,0.8083047,4.013043,4.147984,35.05085,35.09961,0.7183047,3.938883,4.39789,35.06668,35.1301,0.9433047,4.124283,4.335734,35.06053,35.11815,0.8983047,4.087203
11.2,5.627665,4.220436,35.0521,35.10224,0.8083568,4.013086,4.111238,35.06043,35.11933,0.6283568,3.864766,4.361755,35.07207,35.14006,0.8983568,4.087246,4.22777,35.05592,35.109,0.8083568,4.013086,4.148969,35.0513,35.10137,0.7183568,3.938926,4.399065,35.06726,35.13235,0.9433568,4.124326,4.336804,35.06106,35.1202,0.8983568,4.087246
11.3,5.627665,4.221506,35.05257,35.10397,0.8084089,4.013129,4.112411,35.06098,35.12141,0.6284089,3.864809,4.36342,35.07269,35.14232,0.8984089,4.087289,4.229071,35.0564,35.11079,0.8084089,4.013129,4.149953,35.05177,35.10314,0.7184089,3.938969,4.400239,35.06787,35.13461,0.9434089,4.124369,4.337874,35.06161,35.12225,0.8984089,4.087289
11.4,5.627665,4.222576,35.05305,35.10571,0.808461,4.013172,4.113584,35.06156,35.12349,0.628461,3.864852,4.365084,35.07333,35.1446,0.898461,4.087332,4.230372,35.05691,35.11259,0.808461,4.013172,4.150938,35.05226,35.10491,0.718461,3.939012,4.401413,35.0685,35.13688,0.943461,4.124412,4.338943,35.06218,35.12432,0.898461,4.087332
11.5,5.627665,4.223646,35.05355,35.10745,0.8085131,4.013215,4.114757,35.06215,35.12558,0.6285131,3.864895,4.366747,35.074,35.14688,0.8985131,4.087375,4.231672,35.05743,35.11439,0.8085131,4.013215,4.151922,35.05277,35.10669,0.7185131,3.939055,4.402587,35.06915,35.13915,0.9435131,4.124455,4.340013,35.06278,35.12639,0.8985131,4.087375
11.6,5.627665,4.224715,35.05407,35.1092,0.8085652,4.013258,4.11593,35.06277,35.12768,0.6285652,3.864938,4.36841,35.07469,35.14918,0.8985652,4.087418,4.232972,35.05797,35.11621,0.8085652,4.013258,4.152906,35.05329,35.10848,0.7185652,3.939098,4.403761,35.06983,35.14143,0.9435652,4.124498,4.341083,35.06339,35.12846,0.8985652,4.087418
11.7,5.627665,4.225784,35.05461,35.11096,0.8086173,4.013301,4.117103,35.06341,35.12979,0.6286173,3.864981,4.370073,35.0754,35.1515,0.8986173,4.087461,4.234272,35.05853,35.11804,0.8086173,4.013301,4.153891,35.05384,35.11028,0.7186173,3.939141,4.404935,35.07053,35.14373,0.9436173,4.124541,4.342152,35.06403,35.13055,0.8986173,4.087461
11.8,5.627665,4.226854,35.05516,35.11272,0.8086694,4.013344,4.118276,35.06407,35.1319,0.6286694,3.865024,4.371735,35.07614,35.15382,0.8986694,4.087504,4.235572,35.05911,35.11987,0.8086694,4.013344,4.154875,35.0544,35.11208,0.7186694,3.939184,4.406108,35.07125,35.14603,0.9436694,4.124584,4.343221,35.06469,35.13264,0.8986694,4.087504
11.9,5.627665,4.227923,35.05573,35.1145,0.8087215,4.013387,4.119448,35.06475,35.13403,0.6287215,3.865067,4.373396,35.07689,35.15616,0.8987215,4.087547,4.236871,35.0597,35.12172,0.8087215,4.013387,4.155858,35.05498,35.11388,0.7187215,3.939227,4.407281,35.07199,35.14833,0.9437215,4.124627,4.34429,35.06536,35.13474,0.8987215,4.087547
12,5.627665,4.228992,35.05632,35.11628,0.8087736,4.013429,4.12062,35.06545,35.13616,0.6287736,3.865109,4.375058,35.07767,35.15851,0.8987736,4.087589,4.23817,35.06032,35.12357,0.8087736,4.013429,4.156842,35.05557,35.1157,0.7187736,3.939269,4.408454,35.07276,35.15065,0.9437736,4.124669,4.345359,35.06606,35.13685,0.8987736,4.087589
12.1,5.627665,4.230061,35.05692,35.11807,0.8088257,4.013472,4.121792,35.06617,35.1383,0.6288257,3.865152,4.376718,35.07847,35.16087,0.8988257,4.087632,4.239469,35.06095,35.12544,0.8088257,4.013472,4.157826,35.05618,35.11752,0.7188257,3.939312,4.409627,35.07355,35.15298,0.9438257,4.124712,4.346428,35.06677,35.13897,0.8988257,4.087632
12.2,5.627665,4.23113,35.05754,35.11986,0.8088779,4.013515,4.122964,35.06691,35.14045,0.6288779,3.865195,4.378379,35.07929,35.16324,0.8988779,4.087675,4.240768,35.06159,35.12731,0.8088779,4.013515,4.158809,35.05681,35.11935,0.7188779,3.939355,4.4108,35.07435,35.15531,0.9438779,4.124755,4.347497,35.06751,35.14109,0.8988779,4.087675
12.3,5.627665,4.232198,35.05818,35.12166,0.80893,4.013558,4.124136,35.06766,35.14261,0.62893,3.865238,4.380038,35.08013,35.16563,0.89893,4.087718,4.242066,35.06225,35.1292,0.80893,4.013558,4.159793,35.05746,35.12119,0.71893,3.939398,4.411972,35.07518,35.15765,0.94393,4.124798,4.348566,35.06826,35.14322,0.89893,4.087718
12.4,5.627665,4.233267,35.05883,35.12348,0.8089821,4.013601,4.125308,35.06844,35.14477,0.6289821,3.865281,4.381698,35.08099,35.16803,0.8989821,4.087761,4.243365,35.06293,35.13109,0.8089821,4.013601,4.160776,35.05812,35.12303,0.7189821,3.939441,4.413145,35.07603,35.16,0.9439821,4.124841,4.349634,35.06903,35.14536,0.8989821,4.087761
12.5,5.627665,4.234335,35.05949,35.1253,0.8090342,4.013644,4.126479,35.06923,35.14695,0.6290342,3.865324,4.383357,35.08187,35.17044,0.8990342,4.087804,4.244663,35.06363,35.13299,0.8090342,4.013644,4.161759,35.05879,35.12488,0.7190342,3.939484,4.414317,35.0769,35.16236,0.9440342,4.124884,4.350703,35.06982,35.1475,0.8990342,4.087804
12.6,5.627665,4.235403,35.06017,35.12712,0.8090863,4.013687,4.12765,35.07004,35.14913,0.6290863,3.865367,4.385015,35.08278,35.17286,0.8990863,4.087847,4.24596,35.06434,35.13491,0.8090863,4.013687,4.162742,35.05948,35.12674,0.7190863,3.939527,4.415489,35.07778,35.16472,0.9440863,4.124927,4.351771,35.07063,35.14965,0.8990863,4.087847
12.7,5.627665,4.236472,35.06087,35.12896,0.8091384,4.01373,4.128822,35.07087,35.15132,0.6291384,3.86541,4.386674,35.0837,35.17529,0.8991384,4.08789,4.247258,35.06506,35.13683,0.8091384,4.01373,4.163725,35.06019,35.1286,0.7191384,3.93957,4.41666,35.07869,35.1671,0.9441384,4.12497,4.352839,35.07145,35.15181,0.8991384,4.08789
12.8,5.627665,4.23754,35.06158,35.1308,0.8091905,4.013773,4.129992,35.07172,35.15352,0.6291905,3.865453,4.388331,35.08464,35.17774,0.8991905,4.087933,4.248555,35.0658,35.13876,0.8091905,4.013773,4.164708,35.06091,35.13047,0.7191905,3.939613,4.417832,35.07961,35.16948,0.9441905,4.125013,4.353907,35.07229,35.15398,0.8991905,4.087933
12.9,5.627665,4.238608,35.0623,35.13265,0.8092426,4.013816,4.131163,35.07258,35.15572,0.6292426,3.865496,4.389988,35.0856,35.1802,0.8992426,4.087976,4.249852,35.06656,35.1407,0.8092426,4.013816,4.165691,35.06164,35.13235,0.7192426,3.939656,4.419003,35.08056,35.17187,0.9442426,4.125056,4.354975,35.07315,35.15616,0.8992426,4.087976
13,5.627665,4.239675,35.06304,35.13451,0.8092947,4.013859,4.132334,35.07346,35.15794,0.6292947,3.865539,4.391645,35.08657,35.18267,0.8992947,4.088019,4.251149,35.06733,35.14265,0.8092947,4.013859,4.166673,35.06239,35.13423,0.7192947,3.939699,4.420174,35.08152,35.17427,0.9442947,4.125099,4.356043,35.07402,35.15834,0.8992947,4.088019
13.1,5.627665,4.240743,35.06379,35.13637,0.8093468,4.013902,4.133504,35.07436,35.16016,0.6293468,3.865582,4.393302,35.08757,35.18516,0.8993468,4.088062,4.252445,35.06811,35.14461,0.8093468,4.013902,4.167656,35.06316,35.13612,0.7193468,3.939742,4.421345,35.08249,35.17668,0.9443468,4.125142,4.357111,35.07491,35.16053,0.8993468,4.088062
13.2,5.627665,4.241811,35.06455,35.13824,0.8093989,4.013945,4.134675,35.07527,35.1624,0.6293989,3.865625,4.394957,35.08858,35.18766,0.8993989,4.088105,4.253742,35.06891,35.14658,0.8093989,4.013945,4.168638,35.06393,35.13802,0.7193989,3.939785,4.422516,35.08349,35.17909,0.9443989,4.125185,4.358178,35.07582,35.16273,0.8993989,4.088105
13.3,5.627665,4.242878,35.06533,35.14012,0.809451,4.013988,4.135845,35.0762,35.16464,0.629451,3.865668,4.396613,35.08962,35.19017,0.899451,4.088148,4.255038,35.06973,35.14856,0.809451,4.013988,4.16962,35.06472,35.13993,0.719451,3.939828,4.423687,35.0845,35.18152,0.944451,4.125228,4.359246,35.07674,35.16493,0.899451,4.088148
13.4,5.627665,4.243946,35.06612,35.14201,0.8095032,4.014031,4.137015,35.07715,35.16689,0.6295032,3.865711,4.398268,35.09067,35.19269,0.8995032,4.088191,4.256334,35.07055,35.15055,0.8095032,4.014031,4.170602,35.06553,35.14184,0.7195032,3.939871,4.424857,35.08553,35.18395,0.9445032,4.125271,4.360313,35.07767,35.16715,0.8995032,4.088191
13.5,5.627665,4.245013,35.06693,35.14391,0.8095553,4.014074,4.138185,35.07811,35.16914,0.6295553,3.865754,4.399922,35.09173,35.19522,0.8995553,4.088234,4.257629,35.0714,35.15255,0.8095553,4.014074,4.171584,35.06634,35.14376,0.7195553,3.939914,4.426027,35.08657,35.18639,0.9445553,4.125314,4.36138,35.07863,35.16937,0.8995553,4.088234
13.6,5.627665,4.24608,35.06775,35.14581,0.8096074,4.014116,4.139355,35.07908,35.17141,0.6296074,3.865796,4.401577,35.09282,35.19777,0.8996074,4.088276,4.258925,35.07225,35.15456,0.8096074,4.014116,4.172566,35.06717,35.14568,0.7196074,3.939956,4.427197,35.08764,35.18884,0.9446074,4.125356,4.362447,35.07959,35.17159,0.8996074,4.088276
13.7,5.627665,4.247147,35.06858,35.14772,0.8096595,4.014159,4.140524,35.08007,35.17369,0.6296595,3.865839,4.40323,35.09392,35.20033,0.8996595,4.088319,4.26022,35.07312,35.15657,0.8096595,4.014159,4.173548,35.06802,35.14762,0.7196595,3.939999,4.428367,35.08871,35.1913,0.9446595,4.125399,4.363514,35.08057,35.17383,0.8996595,4.088319
13.8,5.627665,4.248214,35.06942,35.14964,0.8097116,4.014202,4.141694,35.08108,35.17597,0.6297116,3.865882,4.404883,35.09504,35.2029,0.8997116,4.088362,4.261515,35.074,35.1586,0.8097116,4.014202,4.17453,35.06887,35.14956,0.7197116,3.940042,4.429537,35.08981,35.19376,0.9447116,4.125442,4.364581,35.08157,35.17607,0.8997116,4.088362
